Redness,Yellowness,Mass,Volume,Class
2.78388225,4.105133544,131.8148951,17.65458124,3
4.661481985,2.513230315,150.2183624,26.14581543,1
5.273875037,1.946110237,123.7104641,22.86208787,1
2.838636388,4.205499918,85.06568718,21.40916859,3
1.917054352,4.815857112,132.3630553,19.99693238,3
4.951257499,1.717476585,158.269708,33.28692671,1
5.315914253,1.8846897,206.3741965,30.8825836,1
1.989447626,4.960723995,121.2583659,15.68431337,4
4.190329758,4.319277162,123.0765451,22.10178858,3
2.710943508,4.139969589,130.6458611,26.17928428,3
1.926648887,4.998205084,128.1276574,12.73591306,4
2.579071853,3.703833525,128.8307748,27.53529121,3
2.136715188,3.533067832,186.1078114,33.00587989,3
3.278605896,3.187999034,114.4864523,28.76642576,3
2.035003262,4.920838584,111.0314054,16.22824034,4
5.241555133,2.107930887,165.9277103,30.67540872,1
2.270431759,4.934148757,121.1376017,14.90945972,4
2.937747171,3.691029189,128.947993,14.53654576,3
3.957269612,3.95270278,30.08048454,27.01313201,3
4.829306702,2.08736724,183.6795869,19.67902521,1
1.809946385,4.898287314,112.7651503,9.671310598,4
3.266836376,4.632085795,180.4704782,27.0706386,3
3.990251406,2.879231694,121.2307859,20.58112462,2
5.12824618,1.747676049,105.2024334,30.37654613,1
2.275148569,4.221169648,68.59718018,17.0335364,3
4.37527275,3.104232864,127.5551146,20.66730076,2
2.209643688,4.964630509,135.7751019,13.2386872,4
2.471922245,4.095708434,147.248481,20.09511397,3
3.723450284,3.145240232,146.356011,17.30768503,2
1.713960534,3.994349679,128.6899923,29.45732111,3
2.33829417,5.048615503,116.621802,17.08305063,4
5.068974738,2.683549152,183.5801805,31.36605269,1
1.844077162,4.832703108,132.0822677,13.67103195,4
1.96455746,5.041636062,122.8931264,13.66287175,4
2.150271108,5.205801359,120.9915505,17.95496215,4
1.825150417,5.067046133,123.5588146,13.36943314,4
3.725280607,3.289929558,128.0217855,18.65445012,2
1.862419247,5.196876957,129.4442543,15.29201198,4
3.345901317,3.384097318,147.1934861,17.45724979,2
2.044931524,4.759179639,120.3254517,17.34871469,4
4.620029328,3.395112853,122.8995957,17.9353141,2
3.853158089,2.796378161,137.1056432,24.90427592,2
3.899711798,3.166037691,133.9716796,24.39338302,2
2.46273723,4.882363928,116.900718,10.30609238,4
2.125766169,4.888528869,127.6887007,14.22962918,4
4.153705816,2.104093734,213.373599,33.6595282,1
3.95234622,3.274824432,96.19795766,25.27767071,2
4.599632968,2.802616841,146.0035353,16.69946829,2
3.381436352,3.968394416,75.7520254,35.92799043,3
2.165559022,4.929789568,115.7884114,19.24706521,4
3.680067023,3.133394195,122.6898364,25.64242454,2
1.761800476,4.979799087,125.6043788,12.4390895,4
3.492417692,3.012292521,169.0652557,25.67453122,2
5.718459791,1.73833112,143.9168323,36.21288814,1
5.500312722,2.147578637,213.0598718,31.80366113,1
3.44881398,2.910121958,112.0372693,15.93577498,2
5.117758199,2.0325848,198.3878213,29.58449839,1
3.718891444,3.292433887,175.5619249,16.59566122,2
3.534356183,3.7587706,189.8622144,23.08518347,3
5.087810426,1.884479734,139.1591881,26.84938885,1
2.32046506,5.094899045,124.2465408,18.00645359,4
1.900413369,4.971702227,110.9394106,19.07639033,4
1.864759231,5.006979764,120.9514075,19.2498521,4
1.913367167,4.992663215,109.7453547,17.33099919,4
2.116834626,4.965734787,110.9656624,11.02703736,4
1.957219764,5.133315084,121.8984412,14.50725882,4
3.172871723,2.927739349,147.0127581,16.21812834,2
1.987337795,3.779693752,94.59256816,25.18362935,3
4.094797923,3.322943195,98.5027356,21.22439085,2
5.024403436,2.204559485,126.8343418,19.88191067,1
4.805850011,3.059110542,109.3496049,23.44942534,2
2.537930896,5.016238285,121.0121846,11.91683294,4
4.583786381,1.691418596,149.7084468,36.50332941,1
3.89968747,2.788155292,155.7160245,20.6768443,2
4.973112443,2.293307423,177.7686256,27.88386065,1
4.245250737,3.051198039,146.4945431,21.37492535,2
3.45221357,3.840787505,158.7265889,27.27042206,3
2.410291421,4.059816443,177.7068173,31.82421248,3
2.528706102,3.929161776,137.7018268,22.02474122,3
3.44679248,4.240150052,162.6390633,36.45635856,3
3.124981388,3.391248143,93.62713467,9.973419843,2
3.36321405,3.501025156,144.0883557,22.5683711,3
3.051752871,3.223434752,104.1614005,22.89550306,3
1.71566424,5.081806535,122.5139203,7.248347262,4
5.304923927,2.016249725,129.0160377,34.83284461,1
4.329305491,3.237319568,148.8999804,18.39903247,2
3.377491799,3.408386242,147.5634929,28.56327409,3
2.650292811,3.539842476,110.4998688,25.06830825,3
2.181191556,4.941803268,126.6792198,16.03322423,4
5.523145939,1.874543155,126.3864696,29.32727078,1
3.739384406,2.675408031,165.4146548,19.54974548,2
5.467920236,1.848466694,176.473929,33.78976416,1
2.057544503,5.033502454,111.4328573,16.38170623,4
3.48205397,3.102475118,138.1129605,16.49896249,2
4.761597769,1.808037528,171.5309401,26.90040052,1
3.564401119,2.870088041,130.7652034,18.28346824,2
3.986698906,2.570601842,78.85158676,22.30913688,2
3.832341952,2.791961959,148.5388803,21.91890253,2
4.693312686,1.648846848,167.8645723,33.86009746,1
4.98789256,2.273519172,122.481064,27.06346201,1
3.538090152,3.063208971,187.366465,20.48062053,3
2.298884336,4.947753258,113.3272929,15.56565046,4
1.958772765,5.0404132,118.2811819,10.13659091,4
2.111564828,3.552553079,117.3472915,22.20426916,3
1.894192903,4.976272198,129.1411265,15.88490526,4
5.23135335,1.894777712,156.5655691,37.50928961,1
2.35962938,3.633119092,151.2097839,20.17211771,3
1.752953621,4.887727747,111.691424,14.94531275,4
2.332154069,4.98949111,118.5621635,19.8723989,4
4.575445192,2.97713486,110.4942341,28.37359305,2
4.911403225,2.126380037,159.0611207,21.43828413,1
3.232245007,3.047056392,62.71456247,21.19412229,3
5.123419501,2.181745692,144.3711145,28.26867791,1
4.408840009,2.493969408,123.8229276,31.64159261,1
3.653163213,2.91447228,146.8988119,19.45354879,2
3.493906004,4.598354861,165.8857781,27.27623637,3
3.308231922,4.590081419,144.8502237,21.43563869,3
1.974403531,4.948840323,120.596655,16.35039139,4
2.986990076,4.541532237,113.1420899,23.99371754,3
5.422892079,1.260247795,107.6025253,25.28239223,1
5.134563967,2.167462123,132.2687738,32.61398456,1
4.045109418,2.091794246,132.1167845,30.62030494,1
3.370202268,3.311972043,140.1114503,13.958174,3
4.506453759,2.791225111,148.7283034,16.30861323,2
4.552278084,1.888346196,175.5560417,37.82185557,1
4.72887705,2.22284805,134.4691614,32.26517486,1
1.852530101,4.902421708,129.4013351,14.55530556,4
5.125385005,2.169871965,131.5738386,22.61544124,1
4.610570165,2.960400422,156.9506413,14.93944426,2
2.148209413,4.883105757,133.2465932,16.1192638,4
2.532943117,4.949250843,28.98796721,21.90079266,3
1.836696814,4.982935745,132.6709145,20.50559919,4
3.605175337,3.07834711,140.3556815,21.87488893,3
4.992511893,2.768995324,103.1635798,16.72158967,1
4.147807369,3.192999519,134.0380063,18.86787564,2
2.077254978,5.003545245,117.3315736,12.75045723,4
4.6696392,3.587588217,132.2179147,34.17072405,3
3.885640438,3.841080634,154.2653315,33.85186677,3
3.235324704,4.100068391,158.2133447,21.02671868,3
4.009795537,3.067146668,134.2911392,13.58172281,2
1.702913551,4.991979132,125.3783316,12.25024308,4
1.905865337,4.947881109,119.5873811,15.49597975,4
2.810171057,4.332169679,195.4931438,23.58917217,3
3.009609377,4.051369107,155.7373683,14.37058085,3
2.96246766,3.428632748,162.7715315,17.6122826,3
1.945820004,5.130005233,129.3989687,16.56475066,4
5.20858049,1.485910238,117.7730259,35.18978104,1
5.480687287,1.920653947,141.9827974,24.5431728,1
2.650912113,3.981228354,153.0145995,22.42042565,3
5.308411031,2.051536919,112.2163918,34.75387112,1
3.530185063,2.788479068,155.8483546,14.22912551,2
3.458104138,2.770089407,137.5778326,16.34013851,2
1.986425466,4.890410169,116.3963616,16.02369821,4
3.891052325,3.129161644,133.0640432,21.68467525,2
2.113873846,4.954213944,128.4725344,11.94525653,4
4.656821084,2.656674627,161.0480035,18.07545978,2
3.571281682,3.532096488,117.1805122,20.63974538,3
5.20066562,1.779308555,166.1321445,34.18581264,1
3.820200163,4.133085919,99.76027057,30.66233097,3
2.430576832,4.259996455,132.8473796,19.07261483,3
4.835482213,2.111639841,157.498481,34.53614846,1
3.687006395,2.657314741,158.4086997,19.45447527,2
3.810316808,3.133943078,129.9693907,12.41827559,2
3.172240671,4.089286315,83.67047667,22.43787972,3
2.233432473,5.001553664,110.2194031,13.22430057,4
2.745189658,4.537387622,111.4078268,20.82356895,3
4.283427376,3.102582222,107.1289338,19.76202434,2
3.703922779,3.903422502,81.02530382,22.69168822,3
5.061886745,1.911448861,131.5896496,32.6971414,1
1.878560917,4.886683021,138.3706311,14.37015797,4
2.0216705,4.993327064,140.9391734,14.28608227,4
2.070092179,5.016222397,106.4519715,11.22069718,4
1.966244778,4.907294879,119.9135908,17.12289219,4
2.154091877,4.83788313,116.054117,10.34871244,4
5.52427382,1.794182922,167.5109765,36.43690695,1
3.068393721,3.69071008,160.2021504,22.86557943,3
2.464322959,3.238474869,103.982226,28.29594863,3
1.874777216,5.0877538,121.199303,14.24702556,4
5.188384059,2.61205607,135.1504633,32.87782962,1
1.766317359,5.008160008,123.5907605,13.35100185,4
4.591364914,2.195276874,92.68873962,25.96845764,1
4.026158292,2.925473444,77.54297502,20.89178096,2
5.138848526,2.188092197,136.8302584,21.3834017,1
3.040644411,3.621228077,93.66663019,31.0506261,3
4.643879828,1.608947985,154.0568816,33.67393232,1
2.438242182,4.575479233,85.64535225,20.9825129,3
1.94460096,3.556012802,161.6364837,28.70710316,3
3.842219471,3.029026936,146.5593599,16.36882908,2
3.195346821,4.054151047,162.0036077,28.66217925,3
4.566152894,3.086106304,126.2138578,16.77142052,2
3.776357574,3.221374066,143.0411125,21.13132201,2
5.15274816,2.187686909,147.4453946,39.04291335,1
4.381564518,2.311690158,152.624866,26.85137294,2
2.180583848,4.888743364,114.1128786,14.02503844,4
1.940654187,4.923478034,132.682597,14.11890488,4
3.833503967,4.217125145,42.14343022,25.7743565,3
5.355999033,2.28144735,104.9464241,31.08693158,1
4.0255337,3.251809402,158.0164837,18.51202456,2
3.549744407,2.497714149,138.1149123,22.31923852,2
3.073692217,3.228208885,109.6702702,24.93651567,3
3.61977426,3.005108566,152.4542071,22.57067092,2
2.509884264,3.38260932,177.5513021,22.26880036,3
2.084667769,5.013261477,128.7106136,16.83992246,4
2.838671171,4.10007901,193.6864008,25.77987289,3
2.4140495,5.090132953,119.7745217,13.96255266,4
4.522274243,1.1624577,137.618167,30.03412104,1
3.677190078,2.76786157,133.3133837,21.64034224,2
2.887263007,4.309943297,160.8520263,26.45526487,3
1.905476548,4.988359471,152.0936542,13.45413944,4
5.03084303,1.688459749,142.6395497,32.93202055,1
4.160306305,2.450283648,176.4768922,23.15949371,2
4.663754989,1.721256061,98.6494636,26.82514776,1
4.32877275,2.678216855,157.1196893,20.81333826,2
3.839926453,3.542389551,125.3949971,18.96195843,2
4.168672035,1.826281767,192.0358547,15.07913341,1
4.306047885,3.184945421,163.6106484,17.93119849,2
2.29069937,5.100308734,136.7685995,13.78422329,4
3.841647993,2.845369936,99.06418341,21.21068562,2
2.991222809,4.05713299,198.6298117,20.35330668,3
2.158134236,5.07756042,110.9812437,12.44955514,4
3.789987492,3.037595962,177.1938583,20.27017548,2
1.610380433,4.957709392,119.1008864,20.21448802,4
3.883289959,3.038300961,125.2000346,20.7066907,2
4.796925371,2.009647613,150.6726672,29.50850449,1
3.094844417,4.505865769,167.1483796,20.45005523,3
5.141357106,2.013163814,156.1896078,39.41697748,1
4.04656986,4.082439001,169.3077446,21.10875143,3
3.854240648,4.150670719,116.5541947,25.40863968,3
4.360747968,2.807126597,161.7073645,18.4780405,2
3.404086973,4.225999032,158.3774919,21.41346256,3
3.956582695,3.189775002,139.3901394,27.5663436,2
5.030231692,1.802754459,142.0592899,32.82960452,1
4.336859707,3.954930198,130.803677,18.15581509,3
5.504637639,2.225296865,158.4961775,20.43225399,1
2.705944132,3.928118157,139.9346509,30.15587616,3
4.558295415,2.130423383,156.3255154,24.87866285,1
1.796638773,4.994518041,125.6104918,17.5795745,4
4.954898699,1.652532527,162.1658649,32.28865456,1
3.723567184,3.497199477,92.70069916,30.48708209,3
5.193290549,2.017895891,199.0098641,26.43675517,1
4.672984725,3.101110166,82.12341142,19.87850571,2
1.770544644,4.920597088,120.1446168,14.6646021,4
1.867588842,4.88888509,126.0699061,17.13436941,4
3.569863509,3.328264693,157.575584,23.2931798,2
2.101537008,4.977686622,124.2676915,16.34528786,4
2.790543521,4.012693429,162.4023142,22.93463186,3
4.040526443,3.088733598,115.3819562,16.10804885,2
4.192330392,2.864514294,101.1482321,22.92658286,2
4.932811511,2.040369992,97.49092954,37.73996121,1
2.646592794,3.583669539,139.2136338,26.67112949,3
4.274507412,2.377531934,159.6759477,20.96835863,2
5.082939441,1.900100814,119.265949,25.56521706,1
3.215639887,3.813647685,182.0206912,23.86836798,3
4.422482708,3.253147826,141.0338634,13.0959899,2
4.906802977,1.448888621,173.1255016,35.16695633,1
4.684602308,1.839913238,168.434866,35.05521638,1
4.344508891,2.94626711,105.4115635,19.57882348,2
3.866517975,3.369382362,136.3189403,21.72231951,3
2.030445517,5.007036259,121.5881175,11.88649564,4
5.063715632,2.200770996,171.7812533,26.58396902,1
1.795391677,5.125304991,95.85572352,18.74472113,4
2.356209908,4.895896871,131.1822651,14.18721267,4
4.989724421,2.206302139,113.0857926,28.85277084,1
1.880001533,4.967613264,119.0427076,19.03640609,4
2.116809054,5.02706619,113.0995101,18.14153624,4
2.330032431,5.039299463,144.5921229,16.25238176,4
2.593001471,5.057053091,149.6241999,24.73013569,3
2.614677988,4.53278468,158.6554761,24.72919323,3
4.447440183,2.745400093,164.6162762,16.00004265,2
2.010907656,5.031498965,126.784988,16.47959085,4
1.943727179,5.143833413,128.2460989,17.65704303,4
3.490113067,3.502858271,79.47413241,27.43357753,3
4.672362812,2.073975826,129.1123848,30.50489065,1
4.093259733,3.201533069,165.3106493,22.73747349,2
5.331278428,1.865138634,163.4212649,22.09645709,1
4.908262457,1.851903592,157.5136582,32.56548981,1
1.939966253,5.002594658,121.5234255,14.68895417,4
1.544244912,4.818786491,120.2116347,17.27160408,4
3.792448547,3.191642721,123.060214,25.78919067,2
3.918754294,3.227251916,131.4562427,28.3472138,2
5.231547714,1.756838007,161.7404337,29.30877241,1
4.903740323,1.938336612,82.82176653,15.52605374,1
2.052095871,4.910912852,118.8087786,12.19460819,4
2.878305435,3.157676081,168.8712958,20.91236012,2
1.898860281,5.030404245,93.46803861,10.87831411,4
1.719607891,5.000776212,113.5610408,18.0252729,4
4.094408693,3.694509494,154.2482578,24.96234126,3
1.87700228,4.946961767,113.3953034,17.4583231,4
4.693707355,2.792949854,148.888667,16.31128846,2
2.317011011,4.890007006,109.5711005,8.46473339,4
3.28331767,4.12623063,171.4885773,24.47000607,3
1.728377988,4.884636039,124.4301024,13.41328831,4
4.042076336,3.342107859,161.4351881,22.82795655,2
5.21131334,2.301303019,147.3218651,28.7379193,1
5.19642716,2.394397096,182.0823358,29.14658476,1
5.64733388,2.14906741,122.1488649,27.35493427,1
3.072458589,4.746639197,214.1390778,26.15302396,3
5.091920567,2.31727634,172.997337,37.9818834,1
4.130051084,2.767110372,104.5976844,19.72144563,2
5.365709701,1.924812651,128.5555425,19.55178746,1
2.005670694,4.94945658,142.3649965,17.19408289,4
5.716265498,1.406064377,141.5210465,30.87506985,1
2.854602675,4.53172312,145.7631464,18.66500815,3
1.537582689,4.971922109,109.792817,13.47074696,4
3.783337211,2.563310713,115.4515115,18.93953498,2
3.016375244,4.124525561,186.0034489,18.78742797,3
1.529488282,3.63975655,194.1181775,37.4144525,3
4.928962762,2.220655642,145.5957409,14.05146338,1
5.034003246,1.64916963,142.7484674,35.7034362,1
2.112331688,4.845335435,125.335175,15.99881765,4
6.179457125,2.041156669,117.4881118,34.16284284,1
4.179931845,2.861209765,134.0785855,21.0735837,2
5.50135917,2.062740618,141.4953244,27.47777179,1
5.283338851,1.851658107,169.0549935,27.83538,1
5.320836983,2.349082271,151.2539811,49.08707059,1
2.097488992,5.042725142,120.6321989,11.32290841,4
4.20603148,3.65047889,128.3106229,26.88348517,2
4.558103456,2.718780816,92.43266928,12.08603312,2
3.248500531,2.475936416,114.8199976,23.68996847,2
4.597614237,2.209047464,132.9034027,36.58435404,1
2.242280118,5.087475002,119.187314,16.69194569,4
2.838485165,3.303071653,120.7623631,32.19917767,3
2.730211833,3.686649781,124.5402738,25.49894191,3
5.060144265,2.327263593,175.0704971,19.85047599,1
4.710493861,1.877970132,133.9948093,29.3676042,1
1.514960765,3.94882347,190.8993826,28.36662118,3
2.412940798,4.374345999,112.9080664,40.31212229,3
1.819858715,5.133058102,117.3602979,14.24409312,4
2.888915199,4.541536437,131.4173035,24.69890098,3
5.473984264,2.420984438,160.0006958,28.57447219,1
2.892000028,3.679774758,166.7381003,25.12676704,3
3.256666761,3.972660384,203.5481562,22.75484251,3
4.656198873,2.710632773,156.1180319,18.84733019,2
1.943151862,5.028171878,109.1563255,14.64995007,4
2.017005869,5.070481011,106.9532259,18.33120062,4
4.802921944,1.910740444,194.68042,29.38429608,1
4.064297834,2.428082219,122.4671275,12.78264249,2
4.127131792,1.996283364,159.6035227,37.94502967,1
2.164890418,5.106209034,138.3534207,13.12226094,4
4.270679876,2.095770452,149.6432313,21.4525255,1
1.725234834,4.981225789,120.0708996,16.37785409,4
3.600284309,2.970312397,119.3808814,22.75636675,2
2.233065796,5.088622837,107.7138267,17.43340918,4
3.729717921,4.928565836,117.4436738,23.91428437,3
2.107101233,5.075746051,112.4937218,14.42567276,4
4.183700358,3.625490288,100.8769469,18.69346518,2
5.071474581,1.520930784,145.749536,24.58492841,1
2.557256794,3.410793505,85.52330718,21.70896314,3
5.323279053,2.133795728,167.8751127,28.86443062,1
2.144911166,5.051788863,131.0319008,16.48520925,4
4.491570945,1.776296987,151.1515528,28.52952027,1
3.721460662,4.072767554,122.5480999,23.26307258,3
2.07296648,4.953007908,126.8677911,16.78379997,4
1.784728654,5.06897146,121.3863777,18.26515191,4
4.925844936,1.634051294,110.612918,17.89493772,1
4.824601696,2.031881613,137.4665995,18.32394283,1
3.31684447,4.435147439,182.6584959,24.09443751,3
5.023730734,2.9869327,136.7058753,11.7385613,2
4.821812874,1.780985388,128.5139708,30.64017169,1
1.928155188,5.242216854,108.2382498,15.16919411,4
2.261397245,5.066699522,119.113054,14.23970932,4
3.901846816,2.684924745,125.0354843,15.73367361,2
5.002669638,1.957295669,198.8148025,33.71379714,1
2.203155761,5.088613806,116.3791734,14.41617874,4
3.799823108,3.355486428,114.5682895,18.63958746,2
4.794368973,2.659119615,105.9678192,15.71066592,2
3.533764823,3.01635219,151.4927393,13.95171488,2
2.852319536,4.120728841,147.8566374,30.13365936,3
2.232492529,5.073248075,105.8622285,17.45742173,4
3.042749698,5.049289048,132.8953912,18.69810107,3
2.055819264,5.02933042,126.6770666,11.48218324,4
3.222180075,3.454960679,177.722634,21.57994343,3
3.517094945,3.315870139,152.6384943,14.53775308,2
4.030338975,2.941840839,108.4318039,28.98500264,2
1.808666241,4.989243998,114.2635725,10.68026529,4
5.021519497,2.339549034,136.7752761,27.72198878,1
2.657482993,4.063876889,82.6983113,23.86463617,3
4.14010025,4.200729108,189.589601,22.95286771,3
2.26832359,4.913780565,120.0965752,14.14374302,4
5.051743127,2.229823978,181.2325836,37.98574478,1
3.003997331,3.121451354,139.5974539,26.67634547,3
3.609290419,2.96447615,160.3374478,21.41369147,2
1.505706335,4.884959024,125.0291124,15.54513059,4
2.377037009,4.786389861,105.3609594,32.80351435,3
3.802966782,2.967964352,95.61617084,21.23888321,2
4.763301121,2.361011879,131.0929824,26.67896651,1
2.181239035,5.135314419,122.1624694,5.521613563,4
2.178515104,4.880255414,127.0525827,12.97953273,4
4.222361362,3.168259063,101.4315965,28.80872832,2
4.368359445,2.022375219,184.4220214,29.11620403,1
1.697072904,4.938745948,135.142889,12.24272497,4
2.617044344,3.714415153,154.4891785,24.86936102,3
5.589438615,2.330880042,149.3048225,14.44990745,1
2.099998017,5.066816267,104.1542958,14.63726066,4
4.237392587,2.764906728,187.5397741,18.59841502,2
3.162545407,4.130812158,190.4798402,28.806799,3
5.092545301,2.010172245,186.6912214,29.1833134,1
5.685141486,1.669851377,176.8515432,31.66520914,1
2.071218806,4.9757851,105.3274084,11.34232541,4
4.407186638,1.909210355,164.5815148,35.88462842,1
4.297037645,3.582443861,124.6148816,20.59261063,2
2.11916396,5.089999811,111.717378,17.45714745,4
3.579040565,2.970293512,209.4321139,19.6764786,2
4.880957976,1.476837672,151.9214684,34.63041143,1
3.286408708,4.012878178,199.0366662,17.84324961,3
2.601661161,4.319511861,125.724005,33.33375702,3
3.522869179,2.955263115,129.8727049,16.38151477,2
3.334260196,4.282068727,169.2344059,32.14358401,3
5.00195434,1.738437557,210.637591,32.97843021,1
1.916277541,5.005808712,129.2485062,20.36089542,4
1.756947154,5.155687342,131.346243,16.27632227,4
5.398456726,1.53403382,82.88551098,36.73347438,1
2.55738948,3.232382631,132.989741,24.95566407,3
1.833046975,4.945644731,119.2695221,11.95059906,4
5.712297132,1.937399773,171.5448651,32.8080215,1
1.701795486,5.181176848,109.8250724,13.39734446,4
4.700116356,1.70093226,183.7227441,31.12373729,1
2.165561636,5.09468908,111.9209473,12.57824886,4
2.327278914,4.996808867,110.9171702,8.81772705,4
5.069289341,1.674091252,119.1793947,35.84772097,1
4.931383986,1.903383341,136.5155153,25.31616028,1
2.056350881,3.542250271,141.2067706,23.87368699,3
2.062169074,5.075042184,138.577748,19.48182168,4
2.518140965,3.442963786,139.0254818,28.34846918,3
2.806456182,4.625149428,125.8232568,29.57676172,3
4.054617446,2.610082345,83.9034844,27.6855117,2
2.008002698,4.195978059,151.8238873,26.96547714,3
4.420108247,3.096348428,170.4186983,24.06780017,2
2.292004426,5.073481115,121.0689119,17.38672757,4
1.768593296,5.048668558,109.8591957,20.42104038,4
4.782194339,1.849419297,134.8597492,27.33154926,1
5.009399997,2.225258664,110.2780553,27.92211056,1
4.778161859,2.429308383,149.2287142,39.31747599,1
4.060394281,3.348815252,134.8994214,25.59845918,2
4.410997936,1.966219264,169.8385778,36.93169823,1
4.758253111,2.366728702,92.62191448,36.32413289,1
5.268595456,2.093979605,63.15398473,40.91771555,1
2.009621336,5.046964437,118.4146355,15.4573442,4
3.957029057,2.859378225,109.1775675,18.75683351,2
4.415620963,2.216359105,175.265394,36.45253417,1
3.634374351,2.553743905,159.0493173,10.53153574,2
1.704421795,5.049399258,127.8482398,21.8709401,4
2.020873432,5.149376519,127.9493155,17.62464146,4
1.658150569,5.084734668,121.4201199,11.171925,4
4.115629617,2.677416655,83.68396608,15.64612549,2
2.929199081,4.350748586,236.7138831,27.67862193,3
2.252613879,5.007868058,116.103548,17.90799843,4
3.320167588,3.886179045,200.1589541,25.63948994,3
4.553444145,3.026918708,132.9659041,17.49773954,2
1.929735929,5.257618778,126.3036771,17.76117009,4
5.111465871,1.930775996,145.8345427,33.74684009,1
3.384379156,3.173081176,99.26124965,16.46790261,2
2.214775856,4.912642286,104.1255809,10.85410847,4
1.818212864,4.950599614,139.3206068,18.92002405,4
2.075363058,4.95394265,112.4572379,10.91590747,4
4.755841834,2.047225061,148.8900574,36.53551697,1
5.447203404,1.886510771,180.4559334,25.24857028,1
5.13258721,2.373673244,165.9257815,34.49694884,1
4.154725684,2.778048917,130.1518891,22.22660657,2
1.743480051,5.157599672,114.010014,12.48415954,4
4.191747943,2.95386164,127.0222672,17.98498086,2
2.002908884,5.145121135,108.025666,14.64216169,4
